1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.675953	0.000000	989.557919	0.005791	3410.4
1	-0.683287	0.000000	989.557919	0.005923	8.1
2	-0.657710	0.000000	989.557919	0.005622	9.2
3	-0.720406	0.065126	986.498568	0.005189	9.2
4	-0.741085	1.064215	941.828959	0.005951	11.1
5	-0.682285	0.143784	982.828650	0.005724	8.5
6	-0.682799	0.000000	989.557919	0.005879	9.9
7	-0.694921	0.999968	944.579404	0.005200	9.0
8	-0.698293	1.999831	903.516058	0.005747	10.3
9	-0.703001	2.985148	866.399321	0.005498	8.9
10	-0.701868	3.984941	831.729646	0.005854	9.2
11	-0.660057	3.064511	863.542031	0.005749	9.5
12	-0.707329	4.064508	829.089352	0.005312	9.0
13	-0.746434	4.868042	803.335497	0.005315	9.5
14	-0.686277	3.947632	832.973495	0.005532	8.1
15	-0.689308	3.027198	864.883039	0.005529	11.4
16	-0.694810	4.027198	830.325314	0.005566	8.2
17	-0.696235	3.106766	862.028380	0.005723	10.8
18	-0.699498	2.186343	896.248128	0.005554	8.2
19	-0.686309	1.265956	933.295498	0.005617	10.2
20	-0.665136	0.345522	973.539850	0.005407	8.7
21	-0.725852	0.000000	989.557919	0.005798	11.7
22	-0.752691	0.000000	989.557919	0.005579	8.2
23	-0.718254	0.999993	944.578319	0.006135	10.4
24	-0.730763	1.999220	903.540041	0.005709	8.0
25	-0.691771	1.078787	941.207338	0.005489	10.7
26	-0.675353	2.078679	900.429188	0.005742	8.8
27	-0.699742	1.360670	929.342283	0.005752	10.9
28	-0.756978	2.346386	890.104214	0.006405	8.5
29	-0.675758	1.425964	926.636473	0.005396	10.2
30	-0.706822	0.505530	966.296389	0.005701	8.5
31	-0.738710	0.000000	989.557919	0.005720	10.6
32	-0.720594	0.000000	989.557919	0.006085	8.6
33	-0.710158	0.000000	989.557919	0.005224	11.0
34	-0.731778	1.000000	944.578014	0.005414	8.6
35	-0.676337	1.999508	903.528750	0.005297	11.3
36	-0.715488	1.079074	941.195098	0.005165	8.8
37	-0.755183	0.383485	971.811474	0.005838	13.2
38	-0.745816	0.000000	989.557919	0.005258	8.3
39	-0.714247	0.798437	953.312232	0.005417	10.0
40	-0.750944	0.740106	955.870050	0.005891	8.8
41	-0.718970	0.000000	989.557919	0.005778	10.2
42	-0.728750	0.000000	989.557919	0.005368	9.1
43	-0.740433	0.918884	948.073669	0.005250	10.4
44	-0.706581	0.000000	989.557919	0.005744	8.1
45	-0.715715	0.000000	989.557919	0.005774	8.7
46	-0.728695	0.000000	989.557919	0.005891	9.9
47	-0.728326	0.000000	989.557919	0.005836	10.2
48	-0.762648	0.000000	989.557919	0.006015	8.6
49	-0.737603	0.999151	944.614448	0.005353	8.4
50	-0.734484	0.083058	985.659491	0.005706	10.4
51	-0.730798	0.000000	989.557919	0.006121	8.6
52	-0.698934	0.000000	989.557919	0.005466	10.5
53	-0.710353	0.000000	989.557919	0.005598	9.1
54	-0.713540	0.000000	989.557919	0.005696	9.7
55	-0.740224	0.000000	989.557919	0.005670	8.0
56	-0.723433	0.999966	944.579478	0.005642	10.5
57	-0.754009	0.760449	954.976468	0.005007	9.3
58	-0.715742	0.000000	989.557919	0.006923	10.5
59	-0.729800	0.375271	972.184922	0.005687	8.5
60	-0.730703	1.374270	928.777410	0.005390	10.5
61	-0.714147	0.453836	968.624741	0.006106	8.4
62	-0.715971	1.453836	925.486244	0.005895	10.6
63	-0.732239	0.571743	963.330417	0.006169	8.3
64	-0.718252	0.000000	989.557919	0.006472	10.6
65	-0.711115	0.000000	989.557919	0.005391	8.1
66	-0.736253	0.000000	989.557919	0.005807	11.4
67	-0.726673	0.000000	989.557919	0.005547	8.4
68	-0.741515	0.000000	989.557919	0.006103	10.7
69	-0.735884	0.665274	959.171636	0.005544	8.1
70	-0.741746	0.000000	989.557919	0.005182	10.5
71	-0.758351	0.903005	948.760962	0.005045	8.4
72	-0.725823	1.902528	907.354691	0.006070	9.7
73	-0.720063	2.899107	869.518531	0.005160	8.9
74	-0.768094	3.864628	835.754169	0.005954	8.8
75	-0.747584	2.944326	867.876431	0.005477	10.0
76	-0.727584	2.030074	902.329531	0.005339	8.1
77	-0.743094	3.029503	864.800100	0.006252	10.8
78	-0.727852	4.028429	830.284496	0.005317	9.2
79	-0.724429	3.108131	861.979569	0.005938	9.6
80	-0.720102	2.842531	871.581795	0.005708	8.5
81	-0.750396	1.922098	906.580037	0.005702	10.2
82	-0.714326	1.006059	944.317960	0.006039	8.7
83	-0.762588	0.085625	985.539510	0.005743	10.6
84	-0.764115	0.000000	989.557919	0.005348	8.2
85	-0.738947	0.695143	957.851107	0.005856	11.2
86	-0.763884	1.684880	916.060207	0.005390	8.4
87	-0.749679	2.684297	877.404823	0.005564	12.1
88	-0.711299	1.763863	912.881798	0.005912	8.6
89	-0.744277	2.763773	874.470424	0.005644	11.0
90	-0.727347	1.856420	909.185086	0.005507	8.5
91	-0.701951	0.935986	947.334484	0.005318	10.3
92	-0.717663	0.015582	988.824230	0.005746	8.3
93	-0.688128	1.015581	943.909490	0.005479	10.5
94	-0.722475	2.015581	902.897731	0.005594	8.8
95	-0.724794	2.678815	877.607960	0.004807	10.5
96	-0.739652	3.678806	842.047061	0.005767	8.1
97	-0.734368	2.758372	874.669185	0.006398	10.2
98	-0.772323	1.838071	909.915552	0.005718	8.6
99	-0.747506	2.836472	871.803361	0.005743	10.4
100	-0.763314	1.916041	906.819643	0.005271	8.4
101	-0.725134	2.865845	870.730381	0.005235	10.8
102	-0.812424	2.118309	898.885635	0.005922	8.4
103	-0.764464	2.707553	876.544132	0.006119	10.0
104	-0.723546	1.790911	911.798389	0.005695	8.7
105	-0.769207	2.790907	873.473057	0.005779	8.5
106	-0.755626	3.784889	838.442981	0.005765	10.2
107	-0.797630	4.601737	811.691648	0.005419	8.1
108	-0.730396	5.601736	781.178964	0.006200	10.4
109	-0.730794	6.601441	752.885185	0.005439	8.2
110	-0.722310	7.601435	726.562019	0.005741	10.5
111	-0.760894	6.681001	750.721268	0.005990	8.8
112	-0.737073	5.766768	776.362555	0.006236	10.2
113	-0.751918	4.899444	802.361474	0.005650	8.4
114	-0.711711	5.831043	774.502735	0.005569	10.6
115	-0.730904	6.831038	746.674130	0.005887	8.2
116	-0.750179	7.831038	720.775856	0.005544	10.6
117	-0.737937	8.831038	696.613913	0.006194	8.1
118	-0.753920	9.795940	674.787526	0.006081	12.7
119	-0.772151	8.875917	695.567486	0.005605	10.7
120	-0.758117	7.955483	717.678107	0.005847	11.0
121	-0.750705	7.041036	741.082323	0.005676	8.3
122	-0.733019	6.392575	758.625873	0.005626	11.1
123	-0.748170	7.392573	731.906771	0.005150	8.4
124	-0.696476	6.472386	756.421974	0.005609	10.5
125	-0.740901	7.440923	730.662503	0.005647	8.1
126	-0.738235	6.520550	755.098154	0.005880	10.4
127	-0.737577	7.461409	730.136609	0.005521	8.1
128	-0.734845	8.461352	705.355140	0.005375	10.8
129	-0.760235	9.444979	682.566288	0.005412	8.1
130	-0.745482	8.560302	702.994044	0.004914	11.5
131	-0.743405	7.640117	725.580707	0.005395	8.0
132	-0.721157	6.721299	749.629963	0.005130	10.7
133	-0.765104	5.817958	774.880633	0.005733	8.7
134	-0.790863	4.898386	802.394254	0.005543	10.1
135	-0.736514	3.977952	831.962361	0.005411	8.6
136	-0.729905	4.977918	799.937724	0.005681	9.0
137	-0.692967	5.971981	770.455695	0.005503	10.4
138	-0.764485	5.051547	797.676859	0.005691	11.8
139	-0.775916	4.131115	826.891949	0.005516	8.6
140	-0.702969	4.875839	803.093442	0.005305	12.9
141	-0.758405	4.613880	811.306865	0.005251	8.1
142	-0.776884	5.613879	780.822519	0.005495	9.9
143	-0.728665	4.702809	808.499817	0.005464	9.0
144	-0.762843	5.702809	778.222110	0.005455	10.8
145	-0.791851	4.834563	804.376545	0.005179	8.7
146	-0.758134	5.834561	774.401205	0.005378	10.8
147	-0.740973	6.834561	746.579634	0.005541	8.5
