1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.116912	0.000000	0.475865	0.028813	1224.4
1	-0.122459	0.000000	0.475865	0.045603	3.4
2	-0.096016	0.957347	0.455117	0.047363	3.4
3	-0.106011	0.657751	0.461412	0.011304	3.3
4	-0.113647	1.360079	0.446919	0.014996	4.0
5	-0.112392	2.036923	0.433789	0.034296	4.8
6	-0.104172	2.952336	0.417210	0.052736	3.5
7	-0.104009	1.964108	0.435164	0.031405	3.3
8	-0.116006	0.975897	0.454733	0.026572	4.5
9	-0.097739	0.628012	0.462047	0.020226	4.7
10	-0.112861	1.156269	0.451031	0.022870	3.4
11	-0.104433	0.181480	0.471787	0.040366	3.4
12	-0.112790	1.179995	0.450548	0.031925	3.3
13	-0.111110	0.194729	0.471492	0.039372	3.5
14	-0.095865	0.000000	0.475865	0.014250	4.0
15	-0.106649	0.000000	0.475865	0.024364	4.4
16	-0.108868	0.878978	0.456747	0.026430	3.5
17	-0.109734	0.000000	0.475865	0.048894	3.5
18	-0.105061	0.999999	0.454234	0.023492	4.6
19	-0.110945	1.981442	0.434836	0.046584	4.1
20	-0.102365	2.981436	0.416704	0.023261	3.6
21	-0.113422	3.979030	0.400062	0.049845	3.5
22	-0.126231	3.045690	0.415590	0.049369	3.6
23	-0.122719	4.019871	0.399409	0.035322	3.6
24	-0.098477	3.031756	0.415831	0.047347	4.6
25	-0.112900	4.031754	0.399219	0.017879	4.0
26	-0.110863	3.135915	0.414037	0.041425	3.5
27	-0.116414	4.132073	0.397626	0.049256	3.3
28	-0.096720	4.374239	0.393831	0.042552	3.3
29	-0.108859	5.373023	0.378916	0.022290	7.5
30	-0.110450	5.198812	0.381435	0.025842	4.3
31	-0.113644	4.226042	0.396144	0.028872	4.5
32	-0.109429	5.074142	0.383259	0.025303	4.4
33	-0.106415	4.423605	0.393066	0.047007	4.3
34	-0.108397	4.499626	0.391894	0.034007	3.4
35	-0.112321	3.511401	0.407694	0.020281	3.4
36	-0.110303	4.467364	0.392391	0.027248	3.3
37	-0.094028	5.431707	0.378075	0.051400	3.9
38	-0.109647	4.443481	0.392759	0.038886	4.8
39	-0.102207	5.443481	0.377906	0.047102	3.5
40	-0.103072	4.455255	0.392577	0.063334	3.5
41	-0.121492	3.808005	0.402820	0.017165	3.3
42	-0.106072	2.819955	0.419529	0.018001	3.5
43	-0.103557	1.899580	0.436390	0.033118	4.4
44	-0.117236	0.915290	0.455990	0.027409	4.6
45	-0.100519	1.842392	0.437483	0.032973	3.4
46	-0.098403	0.858853	0.457167	0.008314	3.6
47	-0.116031	1.395721	0.446208	0.035890	4.6
48	-0.111573	0.484899	0.465125	0.033883	4.0
49	-0.119078	0.000000	0.475865	0.013975	3.5
50	-0.111871	0.000000	0.475865	0.025416	3.5
51	-0.106009	0.442692	0.466040	0.074148	3.4
52	-0.116217	0.000000	0.475865	0.049094	3.4
53	-0.126399	0.000000	0.475865	0.017778	3.9
54	-0.116572	0.999936	0.454236	0.035555	5.0
55	-0.114437	0.298867	0.469187	0.057351	3.6
56	-0.102757	0.000000	0.475865	0.016288	3.5
57	-0.119604	0.000000	0.475865	0.021849	4.4
58	-0.098612	0.741032	0.459645	0.031443	4.5
59	-0.107014	0.000000	0.475865	0.031940	3.6
60	-0.109076	0.000000	0.475865	0.014966	3.4
61	-0.102779	0.000000	0.475865	0.035371	3.4
62	-0.116990	0.287650	0.469434	0.057990	3.3
63	-0.104533	0.000000	0.475865	0.034457	4.5
64	-0.124354	0.000000	0.475865	0.038835	4.2
65	-0.118744	0.000000	0.475865	0.042403	3.6
66	-0.099677	0.000000	0.475865	0.015113	3.6
67	-0.105041	0.995670	0.454324	0.061735	4.3
68	-0.100044	0.013885	0.475550	0.054721	4.7
69	-0.108488	1.013885	0.453948	0.007588	3.5
70	-0.107115	1.999016	0.434504	0.033229	4.6
71	-0.098729	1.098462	0.452210	0.039993	11.6
72	-0.113211	2.098394	0.432634	0.018865	3.6
73	-0.120969	1.112849	0.451916	0.018435	3.4
74	-0.115492	2.081496	0.432951	0.027128	3.4
75	-0.105460	1.100449	0.452170	0.009598	3.3
76	-0.101207	0.361939	0.467802	0.047408	4.4
77	-0.102710	1.220086	0.449735	0.019958	4.2
78	-0.101034	0.307900	0.468988	0.021791	3.4
79	-0.110942	0.000000	0.475865	0.030400	4.0
80	-0.102808	0.000000	0.475865	0.045525	4.8
81	-0.102560	0.000000	0.475865	0.033293	3.5
82	-0.114482	0.000000	0.475865	0.034247	3.5
83	-0.114532	0.999969	0.454235	0.023945	3.3
84	-0.095683	1.999819	0.434488	0.022319	3.3
85	-0.118692	2.970821	0.416888	0.006720	4.4
86	-0.110498	2.272123	0.429405	0.038230	4.0
87	-0.103562	1.364100	0.446839	0.068163	3.4
88	-0.106298	2.364100	0.427714	0.030980	3.4
89	-0.110389	1.395196	0.446219	0.043568	3.7
90	-0.109601	2.395195	0.427146	0.046931	4.5
91	-0.098940	1.406967	0.445984	0.023272	3.8
92	-0.106851	0.420306	0.466527	0.009422	3.5
93	-0.102458	1.196914	0.450205	0.016455	3.3
94	-0.109761	1.721541	0.439810	0.024128	3.3
95	-0.092528	1.247100	0.449189	0.038013	3.5
96	-0.125461	0.860794	0.457127	0.041417	4.7
97	-0.136480	0.000000	0.475865	0.028834	4.0
98	-0.102102	0.254508	0.470166	0.041241	3.5
99	-0.102978	0.000000	0.475865	0.025794	3.4
100	-0.110800	0.999555	0.454243	0.029522	4.4
101	-0.092968	0.313992	0.468854	0.015205	3.7
102	-0.117533	0.000000	0.475865	0.023331	4.1
103	-0.095463	0.000000	0.475865	0.026501	3.5
104	-0.124992	0.000000	0.475865	0.025231	4.8
105	-0.100656	0.973218	0.454788	0.041884	4.2
106	-0.109601	1.946730	0.435494	0.015488	3.5
107	-0.098718	1.374263	0.446636	0.034779	3.5
108	-0.102619	1.241147	0.449309	0.021060	3.4
109	-0.123818	0.253305	0.470193	0.038931	4.0
110	-0.106679	1.252793	0.449074	0.036411	5.0
111	-0.100517	0.265728	0.469918	0.019314	3.5
112	-0.112545	0.724719	0.459990	0.036797	3.5
113	-0.112656	0.000000	0.475865	0.016459	3.4
114	-0.093026	0.000000	0.475865	0.029120	4.1
115	-0.107732	0.000000	0.475865	0.021832	4.6
116	-0.094514	0.000000	0.475865	0.055105	3.7
117	-0.104800	0.000000	0.475865	0.025194	3.4
118	-0.112386	0.999999	0.454234	0.027580	3.6
119	-0.106802	1.999213	0.434500	0.022704	4.0
120	-0.112968	2.975810	0.416802	0.019314	4.7
121	-0.105333	3.945773	0.400595	0.020728	3.4
122	-0.115820	3.073451	0.415111	0.005874	3.5
123	-0.102755	2.610510	0.423250	0.031287	3.3
124	-0.097553	3.236848	0.412312	0.041713	3.5
125	-0.111669	4.218046	0.396270	0.026445	4.2
126	-0.102102	3.229902	0.412431	0.026051	4.8
127	-0.111150	2.342711	0.428106	0.034751	3.6
128	-0.102210	1.354508	0.447031	0.019190	3.4
129	-0.110516	0.432862	0.466254	0.036675	3.4
130	-0.125531	0.000000	0.475865	0.023915	3.8
131	-0.122146	0.000000	0.475865	0.029706	4.8
132	-0.105106	0.000000	0.475865	0.038616	3.7
133	-0.112596	0.999989	0.454235	0.024395	3.4
134	-0.109988	1.971730	0.435020	0.043750	3.4
135	-0.115172	2.683308	0.421949	0.016819	3.8
136	-0.117859	3.682759	0.404864	0.063791	4.5
137	-0.105679	2.694553	0.421749	0.025018	3.7
138	-0.106858	1.706336	0.440104	0.023625	3.4
139	-0.106429	1.706388	0.440103	0.044553	3.8
140	-0.114195	0.748039	0.459497	0.042664	4.6
141	-0.102326	0.000000	0.475865	0.029379	3.9
142	-0.112843	0.000000	0.475865	0.037370	3.5
143	-0.119824	0.197222	0.471437	0.025957	3.6
144	-0.124747	0.000000	0.475865	0.014699	3.7
145	-0.119549	0.910444	0.456091	0.018885	4.4
146	-0.105436	1.391643	0.446289	0.030321	3.8
147	-0.110848	0.631330	0.461976	0.030876	3.5
148	-0.113054	0.853201	0.457286	0.022034	3.4
149	-0.104270	0.000000	0.475865	0.051809	4.0
150	-0.103663	0.000000	0.475865	0.017786	4.7
151	-0.108760	0.000000	0.475865	0.022207	3.6
152	-0.119846	0.000000	0.475865	0.082049	3.4
153	-0.108518	0.000000	0.475865	0.006438	3.5
154	-0.107693	0.000000	0.475865	0.013614	3.5
155	-0.110252	0.000000	0.475865	0.030331	4.5
156	-0.103974	0.000000	0.475865	0.055177	4.3
157	-0.108620	0.000000	0.475865	0.026672	3.6
158	-0.113364	0.000000	0.475865	0.021038	3.4
159	-0.110183	0.264080	0.469955	0.037765	3.5
160	-0.107151	1.182026	0.450507	0.019210	3.8
161	-0.113928	0.207229	0.471215	0.011936	4.5
162	-0.113629	0.593401	0.462787	0.032281	3.7
163	-0.102596	1.294422	0.448236	0.028368	3.5
164	-0.111164	2.172905	0.431243	0.064469	3.7
165	-0.112780	1.184681	0.450453	0.031350	4.1
166	-0.104697	2.184681	0.431024	0.038064	4.6
167	-0.101082	3.184675	0.413202	0.021589	3.4
168	-0.107887	4.184613	0.396796	0.015587	3.4
169	-0.118303	4.363251	0.394001	0.030687	3.8
170	-0.102297	3.650171	0.405399	0.020280	4.8
171	-0.095151	4.053787	0.398868	0.018539	4.1
172	-0.106181	3.971796	0.400178	0.022915	3.3
173	-0.109376	3.025345	0.415942	0.024443	3.4
174	-0.100053	3.339331	0.410576	0.034551	3.3
175	-0.101131	2.351943	0.427937	0.038587	3.6
176	-0.101270	3.351919	0.410364	0.041421	4.5
177	-0.102939	4.351908	0.394178	0.019401	4.2
178	-0.097134	5.309449	0.379831	0.031188	3.5
179	-0.102592	5.254809	0.380622	0.037035	3.3
180	-0.109138	4.297641	0.395023	0.039279	4.5
181	-0.113152	3.432630	0.409009	0.039118	4.0
182	-0.111540	4.432630	0.392927	0.054775	3.4
183	-0.120053	5.432630	0.378061	0.015847	3.4
184	-0.112095	4.446723	0.392709	0.046453	3.3
185	-0.100836	3.725905	0.404157	0.019694	3.6
186	-0.109017	2.737740	0.420982	0.029621	5.0
187	-0.101838	3.307749	0.411110	0.016507	3.8
188	-0.107962	4.302942	0.394940	0.013135	3.4
