1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.369592	0.000000	343.597856	0.005459	300.7
1	-0.355776	0.000000	343.597856	0.005213	4.3
2	-0.356938	0.999406	327.988630	0.005928	5.1
3	-0.340369	1.999406	313.727891	0.005518	4.1
4	-0.339534	1.024484	327.615168	0.005101	4.3
5	-0.341633	2.024484	313.386178	0.005600	5.6
6	-0.352448	1.049562	327.242551	0.007040	5.1
7	-0.333133	0.074651	342.380757	0.004739	3.6
8	-0.344241	1.074651	326.870625	0.004935	3.8
9	-0.383862	0.099729	341.973816	0.004386	3.7
10	-0.337319	0.000000	343.597856	0.004129	5.2
11	-0.350090	0.999947	327.980562	0.005245	4.4
12	-0.318994	1.999947	313.720505	0.005043	3.8
13	-0.305604	2.997452	300.680044	0.004442	3.7
14	-0.308812	3.997452	288.651623	0.004514	4.2
15	-0.326724	4.589252	281.976005	0.004806	5.0
16	-0.347750	5.589252	271.371119	0.004445	4.0
17	-0.356218	4.615440	281.687723	0.004133	3.8
18	-0.335707	3.640519	292.832909	0.004243	4.0
19	-0.358564	2.665598	304.896376	0.004743	4.3
20	-0.351107	1.690676	317.996469	0.004597	4.9
21	-0.368460	0.716931	332.254821	0.004891	3.8
22	-0.343604	1.118525	326.222246	0.004520	3.9
23	-0.336246	0.185986	340.581497	0.004371	3.8
24	-0.352397	0.000000	343.597856	0.004724	5.0
25	-0.294328	0.000000	343.597856	0.004352	4.2
26	-0.346423	1.000000	327.979772	0.004857	3.7
27	-0.338139	1.999983	313.720007	0.004676	3.6
28	-0.323825	2.999929	300.649008	0.004422	4.1
29	-0.359474	2.025044	313.378556	0.005947	4.9
30	-0.345862	2.964794	301.089797	0.005199	4.6
31	-0.322143	1.989872	313.857983	0.004112	3.8
32	-0.341669	2.985390	300.831254	0.005007	3.7
33	-0.336331	2.010468	313.577058	0.004444	4.8
34	-0.349442	1.035547	327.450690	0.005294	4.8
35	-0.329297	0.445553	336.459269	0.004815	4.2
36	-0.330075	1.445552	321.469253	0.005055	3.9
37	-0.334217	2.445508	307.758533	0.005308	4.7
38	-0.322079	1.470586	321.111120	0.005442	6.5
39	-0.351807	0.495664	335.674903	0.005501	6.4
40	-0.341890	0.000000	343.597856	0.005580	4.2
41	-0.337219	0.999801	327.982745	0.003901	6.2
42	-0.358400	0.219444	340.044493	0.005264	4.3
43	-0.332372	0.000000	343.597856	0.004635	3.7
44	-0.297967	0.000000	343.597856	0.005333	3.7
45	-0.352976	0.000000	343.597856	0.005057	4.4
46	-0.341823	0.000000	343.597856	0.004680	5.3
47	-0.310442	0.999992	327.979886	0.004418	4.0
48	-0.350077	0.025071	343.188143	0.005194	4.7
49	-0.354098	1.025071	327.606441	0.004673	7.5
50	-0.314698	2.025059	313.378353	0.004708	7.0
51	-0.337137	1.050143	327.233936	0.004536	5.0
52	-0.322606	0.075221	342.371497	0.004706	4.6
53	-0.354833	1.075221	326.862185	0.005087	5.0
54	-0.341611	2.075220	312.697124	0.005087	4.3
55	-0.337603	3.043327	300.106351	0.005086	3.9
56	-0.352375	4.043326	288.122867	0.004245	4.2
57	-0.341011	3.068414	299.793540	0.004476	5.1
58	-0.342441	2.093492	312.449712	0.004863	6.0
59	-0.364405	3.093492	299.481492	0.004560	5.0
60	-0.329100	2.118571	312.110776	0.004576	7.5
61	-0.348034	1.157092	325.654419	0.004699	5.8
62	-0.341096	2.157088	311.591632	0.004242	3.8
63	-0.346829	1.182167	325.286293	0.005243	3.6
64	-0.349816	2.182167	311.254556	0.005565	5.0
65	-0.336857	1.207245	324.918962	0.004618	4.3
66	-0.333586	2.207244	310.918219	0.005065	4.1
67	-0.347689	2.971113	301.010422	0.004638	4.9
68	-0.324245	3.971113	288.956079	0.004535	6.3
69	-0.340078	2.996208	300.695629	0.004887	4.4
70	-0.343860	3.996208	288.665980	0.004866	4.0
71	-0.337753	4.996206	277.561846	0.004758	4.5
72	-0.341914	4.021287	288.376649	0.004291	5.0
73	-0.365762	3.093871	299.476783	0.004824	5.0
74	-0.346441	2.120762	312.081190	0.005370	3.8
75	-0.353801	3.120762	299.142909	0.003874	3.8
