1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.207840	0.000000	4.608376	0.021346	2332.7
1	-0.222238	0.000000	4.608376	0.021243	5.1
2	-0.211276	0.000000	4.608376	0.017444	4.4
3	-0.220013	1.000000	4.398904	0.017345	4.1
4	-0.213792	0.037063	4.600257	0.011311	5.6
5	-0.209349	0.966319	4.405649	0.018263	4.8
6	-0.210208	0.027633	4.602320	0.020016	4.1
7	-0.215911	0.000000	4.608376	0.027125	4.2
8	-0.205739	1.000000	4.398904	0.027549	4.4
9	-0.228388	0.037062	4.600257	0.022619	5.7
10	-0.238683	0.000000	4.608376	0.015426	4.4
11	-0.205001	0.758367	4.447755	0.015188	4.2
12	-0.210634	0.000000	4.608376	0.016011	4.2
13	-0.209602	1.000000	4.398904	0.022228	5.8
14	-0.217606	0.037120	4.600244	0.022720	4.7
15	-0.207130	1.037120	4.391495	0.026811	4.2
16	-0.236485	2.037120	4.200868	0.012300	5.0
17	-0.214122	1.074184	4.384121	0.010660	5.6
18	-0.207660	1.567329	4.288318	0.024643	4.5
19	-0.234392	0.644584	4.471137	0.019059	4.6
20	-0.238847	0.916205	4.415723	0.009474	5.2
21	-0.208314	1.916205	4.223033	0.014061	5.7
22	-0.232544	0.953285	4.408265	0.008258	5.0
23	-0.225132	0.004408	4.607409	0.016372	5.5
24	-0.211519	0.000000	4.608376	0.018901	5.7
25	-0.214638	0.999985	4.398907	0.020960	4.9
26	-0.223659	0.037047	4.600260	0.010548	4.4
27	-0.206572	0.000000	4.608376	0.034100	4.3
28	-0.208958	0.000000	4.608376	0.015801	5.6
29	-0.215218	0.000000	4.608376	0.014686	4.6
30	-0.227553	0.437962	4.514230	0.019152	4.1
31	-0.212329	0.000000	4.608376	0.017663	4.7
32	-0.210263	0.923091	4.414336	0.009353	5.7
33	-0.217268	1.912388	4.223737	0.007431	4.7
34	-0.237558	2.520301	4.114569	0.027206	4.2
35	-0.204318	2.833793	4.060449	0.014905	4.2
36	-0.240752	1.871342	4.231317	0.010321	5.1
