1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.699528	0.000000	673.108684	0.006283	78.1
1	-0.727660	0.000000	673.108684	0.005277	4.8
2	-0.726377	0.000000	673.108684	0.004490	4.1
3	-0.689146	0.000000	673.108684	0.005745	4.1
4	-0.705594	0.000000	673.108684	0.004846	4.7
5	-0.710038	0.000000	673.108684	0.005402	5.0
6	-0.735713	0.000000	673.108684	0.005160	3.9
7	-0.730489	0.000000	673.108684	0.004830	5.0
8	-0.718572	0.000000	673.108684	0.004528	3.6
9	-0.715209	0.000000	673.108684	0.004700	3.6
10	-0.731433	0.000000	673.108684	0.004276	4.1
11	-0.728872	0.000000	673.108684	0.004577	4.8
12	-0.738757	0.000000	673.108684	0.005257	3.7
13	-0.744740	0.000000	673.108684	0.004501	3.6
14	-0.715721	0.000000	673.108684	0.004409	3.5
15	-0.716744	0.000000	673.108684	0.005005	4.6
16	-0.731486	0.000000	673.108684	0.004499	5.3
17	-0.760798	0.311684	663.264448	0.005081	4.0
18	-0.718928	1.297279	633.946519	0.003798	3.5
19	-0.741501	0.855781	646.752573	0.005853	4.2
20	-0.750711	0.235869	665.632392	0.006621	4.9
21	-0.720479	1.235868	635.697347	0.004913	3.4
22	-0.727991	2.235852	608.339310	0.005655	3.5
23	-0.755729	1.597442	625.525763	0.005394	3.5
24	-0.777574	0.959913	643.685728	0.003937	6.0
25	-0.785439	1.890477	617.518039	0.005377	4.3
26	-0.778529	1.351211	632.416852	0.004687	4.7
27	-0.766063	2.351210	605.334034	0.005017	4.0
28	-0.754451	3.351210	580.475562	0.005795	5.1
29	-0.744947	3.942097	566.723886	0.004635	5.1
30	-0.780366	4.942097	544.878163	0.005523	3.6
31	-0.749119	4.383461	556.869775	0.003980	16.5
32	-0.762398	3.745075	571.236188	0.004909	4.8
33	-0.765742	4.745074	549.048035	0.005030	5.4
34	-0.788242	5.745074	528.519094	0.004256	8.0
35	-0.767195	6.051770	522.527075	0.004366	5.6
36	-0.771629	7.051770	503.899835	0.003876	3.9
37	-0.773774	6.413729	515.627852	0.004508	4.7
38	-0.758511	7.399513	497.729738	0.004689	4.6
