1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.639220	0.000000	470.000474	0.006657	251.1
1	-0.690406	0.000000	470.000474	0.008261	3.5
2	-0.649259	0.000000	470.000474	0.008148	3.6
3	-0.674831	1.000000	448.636816	0.007977	3.6
4	-0.684615	0.096824	467.843411	0.008100	4.5
5	-0.653268	1.096787	446.671726	0.007100	5.1
6	-0.640153	0.193952	465.699355	0.008638	4.2
7	-0.667238	0.000000	470.000474	0.007964	3.7
8	-0.643918	0.000000	470.000474	0.008090	4.1
9	-0.690224	0.000000	470.000474	0.006721	4.7
10	-0.666884	0.984878	448.945413	0.007866	3.8
11	-0.628547	0.347852	462.342056	0.008335	3.5
12	-0.685411	0.000000	470.000474	0.008182	3.6
13	-0.660555	0.000000	470.000474	0.008477	3.4
14	-0.612499	0.000000	470.000474	0.007698	3.5
15	-0.670200	0.000000	470.000474	0.007556	4.8
16	-0.702896	0.000000	470.000474	0.008908	4.3
17	-0.706297	0.000000	470.000474	0.008826	3.6
18	-0.655358	0.000000	470.000474	0.008126	3.7
19	-0.663930	1.000000	448.636816	0.008050	4.8
20	-0.697901	1.833002	432.269489	0.009510	4.5
21	-0.679812	2.833001	414.132066	0.007651	3.5
22	-0.696750	3.833001	397.455384	0.007675	3.5
23	-0.652017	4.833001	382.069817	0.007646	4.2
24	-0.668777	3.931243	395.889208	0.008353	5.5
25	-0.661447	3.028076	410.769874	0.007842	3.8
26	-0.654469	2.125517	426.801696	0.007227	3.6
27	-0.686017	1.222453	444.145826	0.007051	3.6
28	-0.664221	0.455991	460.011849	0.008511	4.8
29	-0.676017	1.413680	440.356509	0.007860	4.3
30	-0.692096	2.371608	422.307689	0.008315	3.8
31	-0.679820	1.470935	439.234500	0.008964	3.4
32	-0.662704	2.470935	420.520525	0.009571	3.8
33	-0.677517	1.567759	437.350029	0.008031	4.6
34	-0.684544	0.664708	455.580112	0.008457	3.7
35	-0.664578	1.586236	436.992249	0.007652	3.5
36	-0.678794	2.585537	418.477217	0.007978	3.9
37	-0.677449	3.585537	401.455941	0.007848	4.6
38	-0.630717	4.584432	385.781862	0.008579	4.2
39	-0.681925	5.584432	371.270292	0.007499	3.7
40	-0.699325	6.584432	357.810878	0.009172	3.7
41	-0.684212	5.681256	369.922989	0.008021	3.7
42	-0.657224	4.778080	382.883834	0.007677	4.8
43	-0.685335	5.778079	368.585430	0.008858	4.3
44	-0.694625	6.778079	355.316505	0.007567	3.8
45	-0.685598	7.717296	343.695658	0.007743	3.7
46	-0.669270	6.814136	354.855883	0.007937	3.6
47	-0.661234	7.757328	343.217217	0.008313	4.8
48	-0.661369	6.854151	354.346103	0.007338	4.6
49	-0.689809	5.964474	366.037547	0.007634	3.6
50	-0.686524	5.061298	378.722888	0.008231	3.4
51	-0.677482	6.061297	364.727891	0.008657	3.4
52	-0.724938	5.158217	377.319675	0.008702	4.5
53	-0.676306	6.148174	363.560736	0.009852	5.0
54	-0.673355	7.148171	350.644803	0.009440	3.6
55	-0.696593	8.148171	338.615067	0.008499	3.4
56	-0.681532	9.148171	327.383372	0.007515	4.5
57	-0.652327	8.606578	333.372192	0.008842	4.9
58	-0.695421	8.071040	339.513485	0.007844	3.7
59	-0.687814	9.071040	328.223104	0.008071	3.5
60	-0.698523	9.309031	325.645839	0.008654	3.7
61	-0.681436	10.309031	315.244822	0.007973	3.6
62	-0.706694	9.405857	324.608836	0.008244	5.2
63	-0.675598	8.504824	334.521901	0.008053	7.4
64	-0.678619	9.504824	323.555704	0.008634	6.3
65	-0.679578	8.601649	333.427712	0.007630	5.7
66	-0.674003	7.708308	343.803259	0.007736	3.7
67	-0.673036	7.025947	352.174007	0.008400	3.4
68	-0.705579	7.982647	340.548953	0.009219	3.4
69	-0.678831	8.982638	329.190844	0.009269	3.4
70	-0.662750	8.079462	339.415153	0.007545	5.2
71	-0.695134	7.176291	350.294860	0.007429	6.9
72	-0.675331	8.088258	339.312514	0.008518	5.3
73	-0.678548	7.299231	348.773080	0.008841	5.9
74	-0.672545	8.299219	336.869384	0.008049	5.1
75	-0.693453	7.396249	347.581464	0.008123	3.7
76	-0.675422	6.493090	358.999656	0.008132	3.8
77	-0.701764	7.493090	346.400122	0.008197	4.5
78	-0.666604	8.341890	336.379488	0.008464	4.0
79	-0.653386	9.341890	325.293182	0.008112	3.5
80	-0.676524	10.332081	315.012904	0.008406	5.2
81	-0.695312	11.330887	305.281136	0.008207	6.9
82	-0.664733	10.427711	314.054369	0.007883	4.4
83	-0.669367	10.555649	312.781082	0.008159	5.6
84	-0.711577	9.652990	321.991750	0.008196	4.5
85	-0.712983	8.749856	331.766649	0.008493	4.7
86	-0.642576	9.749856	320.977439	0.007846	3.4
87	-0.686153	10.749856	310.867868	0.007227	5.0
88	-0.710761	9.872080	319.706677	0.007339	3.8
89	-0.676649	9.938661	319.018652	0.008352	5.0
90	-0.704410	10.936415	309.051911	0.007587	5.1
91	-0.665284	10.033425	318.044494	0.007281	5.4
92	-0.718751	11.033422	308.116004	0.009211	3.8
93	-0.687107	10.130511	317.052618	0.007776	4.1
94	-0.691622	9.281411	325.942868	0.007954	5.3
95	-0.714419	10.281411	315.523170	0.007652	4.9
96	-0.714779	9.581218	322.747445	0.007662	3.6
97	-0.676328	10.579876	312.541121	0.008084	3.6
98	-0.692070	10.306356	315.271764	0.008417	3.6
99	-0.660079	11.306132	305.515064	0.008820	4.7
100	-0.718456	10.402955	314.301944	0.007485	4.3
101	-0.689224	10.000754	318.379674	0.008120	3.8
102	-0.681000	11.000754	308.430544	0.007545	4.3
103	-0.660940	12.000754	299.084377	0.007245	5.1
104	-0.687227	11.097668	307.499286	0.007858	4.5
105	-0.684238	10.894270	309.460288	0.007361	5.6
106	-0.673195	11.894270	300.052562	0.007230	4.9
107	-0.694230	10.992316	308.511893	0.008028	5.5
108	-0.700323	11.992316	299.160871	0.007008	4.9
109	-0.682193	11.089146	307.580950	0.008615	4.0
110	-0.687050	10.185969	316.488797	0.007433	4.0
111	-0.687877	11.185821	306.657082	0.007918	5.0
112	-0.666811	12.185808	297.416594	0.008166	4.9
113	-0.668761	11.282632	305.737465	0.007977	4.3
114	-0.680570	10.423468	314.096777	0.009849	4.7
115	-0.683159	11.423468	304.409448	0.008700	7.8
116	-0.673274	12.423468	295.301793	0.007611	5.7
117	-0.677511	13.047128	289.892583	0.007515	3.6
118	-0.696128	14.046784	281.623839	0.006989	5.5
119	-0.686325	14.448164	278.435011	0.007226	4.1
120	-0.704698	13.568634	285.519235	0.007978	3.7
121	-0.687352	12.665818	293.176005	0.008098	3.9
122	-0.688780	13.661994	284.750204	0.007297	4.0
123	-0.703910	12.836905	291.693641	0.007853	3.5
124	-0.673051	11.938497	299.649672	0.007987	4.9
125	-0.698225	11.035321	308.097738	0.008321	5.0
126	-0.706122	12.035321	298.771427	0.007627	4.0
127	-0.699243	11.399945	304.630458	0.009094	5.2
128	-0.698762	11.167166	306.834924	0.007674	4.7
129	-0.704035	10.264015	315.698731	0.007618	3.6
130	-0.709747	11.264015	305.913875	0.009184	3.6
131	-0.687570	10.360839	314.724040	0.009328	3.6
132	-0.711394	11.360839	304.998580	0.007124	4.3
133	-0.709823	10.459949	313.732546	0.007983	5.1
134	-0.666266	10.165317	316.698526	0.008618	3.6
135	-0.685019	11.165317	306.852563	0.009658	3.7
136	-0.660375	10.262141	315.717661	0.008674	4.5
137	-0.705747	11.262056	305.932458	0.008702	5.0
138	-0.684292	12.262056	296.734816	0.007545	3.8
139	-0.654196	12.812233	291.906479	0.008420	3.6
140	-0.697455	11.914977	299.863795	0.008293	3.6
141	-0.670459	11.011801	308.324109	0.007151	4.8
142	-0.717192	11.729781	301.560521	0.008369	4.3
143	-0.722156	12.729781	292.620038	0.007176	3.7
144	-0.694380	12.900064	291.150187	0.007853	3.7
145	-0.677701	12.050491	298.634288	0.007142	3.6
146	-0.694129	11.331786	305.272647	0.008998	4.9
147	-0.705613	10.522359	313.111399	0.008749	3.9
148	-0.691602	9.619556	322.343338	0.008058	3.6
149	-0.684706	8.716384	332.140338	0.008702	3.5
150	-0.714697	9.716382	321.327228	0.007109	3.5
151	-0.692511	8.813207	331.061670	0.008413	3.6
152	-0.680585	9.813206	320.317523	0.008013	4.8
153	-0.688457	10.777001	310.602307	0.007555	4.2
