1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.343692	0.000000	154.497017	0.017935	314.5
1	-0.383482	0.000000	154.497017	0.014195	4.0
2	-0.408837	0.994619	147.510507	0.014610	3.9
3	-0.351050	1.994452	141.096531	0.017093	3.9
4	-0.404147	1.013967	147.380859	0.014161	5.3
5	-0.368807	0.036510	154.228879	0.018726	4.5
6	-0.352529	1.032633	147.255997	0.013837	3.9
7	-0.367238	0.100199	153.763353	0.015364	4.5
8	-0.398392	1.100199	146.805798	0.014684	6.6
9	-0.379332	2.100199	140.450624	0.014454	4.0
10	-0.358716	1.136081	146.567830	0.013027	3.9
11	-0.352613	2.135826	140.234344	0.015248	4.0
12	-0.398290	3.135785	134.424354	0.017325	5.3
13	-0.384443	2.155542	140.114941	0.013932	4.3
14	-0.391052	1.175056	146.310221	0.016400	3.9
15	-0.361020	0.227995	152.837670	0.016447	4.1
16	-0.342580	0.000000	154.497017	0.014677	5.2
17	-0.365500	0.556869	150.505966	0.016601	4.3
18	-0.374178	1.500257	144.195572	0.015854	4.0
19	-0.372954	2.500257	138.059657	0.019127	4.0
20	-0.372961	3.500257	132.424628	0.016613	4.4
21	-0.376863	4.500256	127.231558	0.017892	5.1
22	-0.383173	3.519771	132.319236	0.016335	4.0
23	-0.388763	2.551027	137.762035	0.015090	3.9
24	-0.410768	1.570687	143.745615	0.018222	3.9
25	-0.373431	0.735928	149.266104	0.015119	5.3
26	-0.370187	0.000000	154.497017	0.015264	4.5
27	-0.377611	0.999456	147.478075	0.014619	4.0
28	-0.392690	1.999456	141.065833	0.014639	3.9
29	-0.367743	1.019411	147.344421	0.016289	4.4
30	-0.390702	2.019411	140.943544	0.016462	5.4
31	-0.404354	1.039632	147.209231	0.014994	3.8
32	-0.382827	0.059147	154.063095	0.019545	3.8
33	-0.382631	1.000008	147.474374	0.014670	4.0
34	-0.375697	0.019522	154.353526	0.015254	5.2
35	-0.349970	1.019522	147.343677	0.015251	4.3
36	-0.390812	0.810970	148.752548	0.014744	3.9
37	-0.409528	1.712345	142.849070	0.015265	4.0
38	-0.391324	2.710759	136.833972	0.016741	4.5
39	-0.392183	3.710759	131.296547	0.015962	5.3
40	-0.407487	4.293313	128.272534	0.015271	4.0
41	-0.373235	3.312827	133.445498	0.018726	4.0
42	-0.364954	2.332342	139.053224	0.013339	5.1
43	-0.349185	3.330188	133.350278	0.013121	10.3
44	-0.382994	2.460841	138.291605	0.015796	4.5
45	-0.398180	3.450918	132.691841	0.012600	6.3
46	-0.353911	3.012499	135.114522	0.015124	6.8
47	-0.403779	2.032014	140.866421	0.019878	5.5
48	-0.376153	2.907774	135.706376	0.014625	5.2
49	-0.381064	3.907773	130.258026	0.017478	5.3
50	-0.413192	2.927363	135.595275	0.017127	4.6
