1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.274962	0.000000	27.823276	0.002865	117.0
1	-0.280602	0.000000	27.823276	0.012183	3.5
2	-0.271493	0.000000	27.823276	0.012436	3.7
3	-0.264907	0.000000	27.823276	0.007699	3.6
4	-0.299453	0.000000	27.823276	0.008569	3.5
5	-0.289236	0.000000	27.823276	0.005968	3.6
6	-0.263366	0.000000	27.823276	0.005528	3.4
7	-0.296824	0.000000	27.823276	0.003557	3.9
8	-0.298462	0.000000	27.823276	0.001625	3.7
9	-0.271915	0.000000	27.823276	0.008050	3.6
10	-0.307144	0.129871	27.652266	0.010243	3.8
11	-0.272912	1.129865	26.402728	0.005374	3.8
12	-0.262653	0.451737	27.237365	0.003246	3.6
13	-0.296375	0.000000	27.823276	0.004573	4.0
14	-0.320472	0.000000	27.823276	0.008604	3.9
15	-0.293333	0.000000	27.823276	0.005894	3.6
16	-0.256346	0.999494	26.559193	0.013725	3.5
17	-0.296368	0.321316	27.403974	0.008134	3.5
18	-0.275357	0.000000	27.823276	0.004290	3.6
19	-0.283331	0.000000	27.823276	0.008360	3.6
20	-0.303293	0.000000	27.823276	0.002438	3.5
21	-0.300140	0.000000	27.823276	0.007776	3.5
22	-0.286928	0.000000	27.823276	0.003066	3.7
23	-0.295523	0.000000	27.823276	0.005490	3.8
24	-0.308091	0.000000	27.823276	0.005957	3.7
25	-0.283944	0.000000	27.823276	0.009104	4.3
26	-0.316233	0.000000	27.823276	0.007902	4.5
27	-0.289036	0.486626	27.193139	0.004952	4.3
28	-0.265822	1.362584	26.127964	0.005648	4.5
29	-0.289388	0.684758	26.944678	0.005276	4.2
30	-0.287083	0.006609	27.814523	0.005382	3.9
31	-0.279124	0.000000	27.823276	0.007043	4.5
32	-0.293886	0.000000	27.823276	0.005874	4.0
33	-0.289747	0.000000	27.823276	0.005388	4.5
34	-0.289883	0.990736	26.569770	0.010451	3.6
35	-0.312952	0.312567	27.415224	0.008226	4.0
36	-0.308620	0.000000	27.823276	0.006531	4.1
37	-0.290513	0.000000	27.823276	0.005854	4.2
38	-0.322684	0.000000	27.823276	0.005109	3.8
39	-0.295486	0.998199	26.560756	0.008110	4.3
40	-0.293164	1.714639	25.723006	0.006159	4.3
41	-0.293931	2.710204	24.642926	0.004249	4.4
42	-0.344359	3.529773	23.819576	0.005831	4.4
43	-0.295691	2.874014	24.473840	0.003798	4.2
44	-0.315335	2.197251	25.187847	0.007830	4.8
45	-0.276512	1.551726	25.908829	0.009767	4.6
46	-0.311143	0.873548	26.712118	0.007179	4.3
47	-0.280491	0.195384	27.566794	0.005964	4.5
48	-0.315240	0.000000	27.823276	0.009039	4.7
49	-0.311309	0.000000	27.823276	0.002440	3.7
50	-0.305381	0.980033	26.582708	0.010914	6.6
51	-0.310424	1.799699	25.627041	0.001720	6.9
52	-0.313958	2.796867	24.553182	0.005821	6.9
53	-0.303831	3.582988	23.768014	0.007662	4.3
54	-0.309717	2.904846	24.442275	0.008806	4.2
55	-0.303108	2.226668	25.155946	0.007433	5.3
56	-0.307499	1.548490	25.912547	0.010802	4.3
57	-0.319379	0.870312	26.716070	0.007663	3.9
58	-0.317011	0.192135	27.571021	0.008596	3.9
59	-0.327369	0.000000	27.823276	0.004141	6.7
60	-0.303705	0.000000	27.823276	0.004804	4.0
61	-0.326377	0.000000	27.823276	0.002951	3.5
62	-0.311782	0.000000	27.823276	0.004463	3.4
63	-0.332025	0.000000	27.823276	0.001709	3.4
64	-0.329720	0.038023	27.772991	0.008783	4.7
65	-0.322638	0.000000	27.823276	0.006513	4.2
66	-0.336095	0.000000	27.823276	0.005456	4.7
67	-0.315269	0.000000	27.823276	0.008855	3.7
68	-0.299981	0.000000	27.823276	0.004411	3.6
69	-0.332775	0.899621	26.680316	0.006698	4.6
70	-0.324456	1.899480	25.515374	0.003336	6.0
71	-0.312407	1.223564	26.291408	0.005709	3.8
72	-0.321885	2.207634	25.176578	0.009189	4.4
73	-0.276518	1.529470	25.934423	0.007059	4.5
74	-0.330829	0.851296	26.739320	0.001999	3.5
75	-0.310543	1.831883	25.590916	0.005728	3.4
76	-0.319325	2.487238	24.876863	0.002563	3.6
77	-0.317179	3.386878	23.959148	0.005191	3.4
78	-0.308420	4.361646	23.038284	0.005694	5.0
79	-0.287164	5.356306	22.168842	0.005966	4.2
80	-0.309755	4.678499	22.754009	0.009875	4.5
81	-0.310876	5.678499	21.901112	0.002618	3.6
82	-0.334243	5.000393	22.472306	0.007953	5.1
83	-0.298144	4.429565	22.976752	0.007677	3.6
84	-0.339310	5.429545	22.107411	0.002473	3.4
85	-0.282421	6.422390	21.306998	0.003586	3.3
86	-0.333162	6.085754	21.571812	0.009657	3.3
87	-0.297796	5.628709	21.942063	0.005043	3.3
88	-0.320421	4.952639	22.513656	0.003968	4.0
89	-0.290028	5.939682	21.688779	0.004778	4.4
90	-0.327034	6.400612	21.323932	0.003171	3.5
91	-0.294651	6.555505	21.204068	0.010918	4.1
92	-0.288981	6.129951	21.536670	0.004263	4.9
93	-0.286720	7.129891	20.771101	0.009455	6.5
94	-0.282861	6.451714	21.284237	0.005805	4.5
95	-0.318162	7.451714	20.536155	0.004464	3.3
96	-0.296441	6.776197	21.035594	0.005671	4.4
97	-0.326152	6.098128	21.561962	0.007933	3.8
98	-0.315349	7.097622	20.794956	0.006616	3.4
99	-0.355764	7.949487	20.183045	0.011563	3.4
100	-0.298864	7.271309	20.667200	0.007898	3.6
101	-0.291470	6.593153	21.175138	0.008082	5.2
102	-0.340212	5.914975	21.708688	0.009982	5.1
103	-0.316842	5.472552	22.071495	0.003819	4.4
104	-0.287557	4.907285	22.553069	0.007055	5.0
105	-0.322699	4.742603	22.697347	0.004756	10.8
106	-0.313402	5.742593	21.848622	0.002497	5.6
107	-0.307010	5.618632	21.950369	0.005808	3.4
108	-0.344842	5.854004	21.757977	0.004040	3.9
109	-0.323473	5.421834	22.113862	0.005473	3.4
110	-0.334064	4.744241	22.695903	0.005909	4.2
111	-0.295656	4.066256	23.309775	0.006830	5.0
112	-0.351431	3.398739	23.947500	0.003820	6.5
113	-0.295141	4.396631	23.006548	0.005568	5.0
114	-0.308990	3.719020	23.637216	0.002876	4.5
