1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.243830	0.000000	43.089163	0.010185	139.0
1	-0.278223	0.000000	43.089163	0.008157	4.8
2	-0.253557	0.000000	43.089163	0.007145	5.0
3	-0.278474	0.000000	43.089163	0.007812	4.6
4	-0.269475	0.000000	43.089163	0.007521	8.0
5	-0.282253	0.000000	43.089163	0.005277	6.1
6	-0.272485	0.000000	43.089163	0.009675	6.7
7	-0.282576	0.000000	43.089163	0.005470	13.8
8	-0.270886	0.000000	43.089163	0.008506	10.9
9	-0.282946	0.000000	43.089163	0.007414	4.5
10	-0.296954	0.000000	43.089163	0.006476	4.2
11	-0.293044	0.000000	43.089163	0.005725	4.5
12	-0.293635	0.000000	43.089163	0.015485	4.9
13	-0.324504	0.000000	43.089163	0.008648	3.7
14	-0.329909	0.000000	43.089163	0.012564	3.6
15	-0.284486	0.000000	43.089163	0.009545	3.9
16	-0.292612	0.000000	43.089163	0.006731	5.8
17	-0.317599	0.000000	43.089163	0.011904	4.1
18	-0.307257	0.000000	43.089163	0.005309	3.8
19	-0.298540	0.000000	43.089163	0.011586	4.7
20	-0.337830	0.000000	43.089163	0.009216	6.3
21	-0.335297	0.000000	43.089163	0.007425	4.1
22	-0.331320	0.000000	43.089163	0.007223	4.2
23	-0.338611	0.000000	43.089163	0.010612	3.9
24	-0.324234	0.000000	43.089163	0.007535	4.1
25	-0.346948	0.000000	43.089163	0.003543	4.8
26	-0.324173	0.000000	43.089163	0.005659	4.3
27	-0.326340	0.000000	43.089163	0.007022	3.8
28	-0.341396	0.000000	43.089163	0.007411	3.7
29	-0.347699	0.000000	43.089163	0.005384	3.7
30	-0.309945	0.000000	43.089163	0.007841	5.7
31	-0.357614	0.000000	43.089163	0.011061	4.4
32	-0.321899	0.000000	43.089163	0.009588	3.8
33	-0.342511	0.000000	43.089163	0.005068	4.2
34	-0.355197	0.000000	43.089163	0.007844	4.9
35	-0.355417	0.000000	43.089163	0.009369	3.8
36	-0.348545	0.000000	43.089163	0.010134	3.6
37	-0.365429	0.000000	43.089163	0.006252	3.8
38	-0.338325	0.000000	43.089163	0.005288	4.4
39	-0.333776	0.000000	43.089163	0.004451	4.4
40	-0.366837	1.000000	41.130565	0.007899	3.7
41	-0.374455	0.737156	41.627913	0.011402	4.5
42	-0.372414	0.474080	42.137889	0.002575	5.3
43	-0.360761	0.211005	42.660516	0.004331	5.4
44	-0.349653	0.612999	41.867046	0.006884	3.8
45	-0.333875	1.598213	40.041768	0.004997	3.6
46	-0.349418	1.335138	40.513402	0.004435	3.7
47	-0.339375	1.072590	40.995298	0.010915	4.4
48	-0.347785	0.809822	41.489216	0.008281	5.1
