1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.208577	0.000000	40.798466	0.008266	152.5
1	-0.202103	0.000000	40.798466	0.007807	4.0
2	-0.220867	0.000000	40.798466	0.008088	4.2
3	-0.229792	0.000000	40.798466	0.002940	3.7
4	-0.213245	0.000000	40.798466	0.006970	3.8
5	-0.213380	0.000000	40.798466	0.001404	4.4
6	-0.227828	0.000000	40.798466	0.001504	4.3
7	-0.244688	0.000000	40.798466	0.004051	3.8
8	-0.212946	0.000000	40.798466	0.006791	4.0
9	-0.225407	0.000000	40.798466	0.008598	4.2
10	-0.222646	0.000000	40.798466	0.004096	4.1
11	-0.247221	0.000000	40.798466	0.009242	4.4
12	-0.226557	0.000000	40.798466	0.006520	4.1
13	-0.221326	0.000000	40.798466	0.006983	3.9
14	-0.234465	0.000000	40.798466	0.003621	4.3
15	-0.215137	0.000000	40.798466	0.006180	5.0
16	-0.227322	0.000000	40.798466	0.002499	4.4
17	-0.208220	0.000000	40.798466	0.001891	4.2
18	-0.226337	0.780139	39.337112	0.006290	6.8
19	-0.231426	1.229782	38.541438	0.002848	8.4
20	-0.216867	0.674357	39.529098	0.007037	7.5
21	-0.237408	0.118677	40.569198	0.010697	4.7
22	-0.263500	0.000000	40.798466	0.005167	6.1
23	-0.229236	0.000000	40.798466	0.007121	4.6
24	-0.226929	0.000000	40.798466	0.002908	3.6
25	-0.240399	0.000000	40.798466	0.007031	3.9
26	-0.247449	0.000000	40.798466	0.008702	4.8
27	-0.245946	0.000000	40.798466	0.004445	4.8
28	-0.239237	0.000000	40.798466	0.004107	4.1
29	-0.234863	0.000000	40.798466	0.002177	4.6
30	-0.247781	0.982277	38.975389	0.008072	4.9
31	-0.233120	1.982153	37.279700	0.005604	5.4
32	-0.249651	2.731413	36.102687	0.004564	4.0
33	-0.217314	2.175731	36.968318	0.005181	3.8
34	-0.242982	1.636272	37.849332	0.003323	3.6
35	-0.232265	1.081314	38.800579	0.007183	4.7
36	-0.253367	2.080959	37.120112	0.004365	4.3
37	-0.243163	1.525277	38.035838	0.008607	3.7
38	-0.247303	0.969597	38.997883	0.003139	3.5
39	-0.228860	1.864282	37.471887	0.001598	3.7
40	-0.261041	1.352943	38.329082	0.006475	5.0
41	-0.240411	2.333348	36.718596	0.004654	4.7
42	-0.262093	1.866424	37.468377	0.004161	4.1
43	-0.236640	1.310757	38.401556	0.007003	6.1
44	-0.236951	0.755075	39.382434	0.005860	4.9
45	-0.215491	1.748783	37.662137	0.002508	4.4
46	-0.260214	2.279612	36.803354	0.002186	3.6
