1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.216988	0.000000	12.542570	0.005931	455.3
1	-0.200585	0.000000	12.542570	0.004833	5.8
2	-0.211295	0.976233	11.985401	0.009086	7.2
3	-0.224972	0.065618	12.503501	0.008811	4.6
4	-0.239671	1.059936	11.939925	0.018319	3.7
5	-0.228929	0.142459	12.458057	0.007871	4.2
6	-0.208145	0.000000	12.542570	0.011188	4.6
7	-0.207589	0.000000	12.542570	0.007437	3.9
8	-0.231804	0.998198	11.973434	0.010892	3.6
9	-0.220310	1.990814	11.456487	0.008261	9.5
10	-0.212605	2.990813	10.978951	0.006805	6.2
11	-0.205648	2.073718	11.415324	0.005306	4.2
12	-0.217078	1.196166	11.866643	0.014823	4.1
13	-0.207000	0.278957	12.378143	0.007270	5.7
14	-0.197029	0.000000	12.542570	0.005331	4.1
15	-0.211810	0.203470	12.422210	0.011746	3.8
16	-0.222993	1.203006	11.862987	0.003505	3.7
17	-0.248395	0.285804	12.374161	0.004440	3.9
18	-0.191401	0.000000	12.542570	0.008242	4.8
19	-0.219814	0.999564	11.972690	0.003433	4.2
20	-0.214951	0.196492	12.426300	0.011210	3.6
21	-0.207175	0.518442	12.240383	0.008723	4.0
22	-0.227259	0.000000	12.542570	0.005992	5.2
23	-0.211786	0.911265	12.020938	0.005632	5.0
24	-0.224396	1.909767	11.497017	0.003038	4.1
25	-0.220029	2.790261	11.071504	0.011685	4.0
26	-0.233937	1.873537	11.515227	0.004345	3.8
27	-0.221538	2.873473	11.032914	0.009295	4.7
28	-0.233774	1.960206	11.471760	0.010963	4.1
29	-0.230694	1.042681	11.949271	0.011301	3.7
30	-0.209636	0.125158	12.468260	0.007711	4.4
31	-0.214796	0.000000	12.542570	0.003984	10.9
32	-0.203134	0.966483	11.990721	0.007083	7.5
33	-0.213467	0.425661	12.293388	0.011835	5.5
34	-0.227773	1.425568	11.745253	0.009696	4.3
35	-0.222847	2.315101	11.297140	0.003878	3.6
36	-0.229461	1.401833	11.757697	0.003883	3.6
37	-0.203160	1.909878	11.496961	0.010565	3.5
38	-0.225207	0.992540	11.976514	0.008944	4.9
39	-0.222157	0.075014	12.497926	0.002661	4.3
40	-0.214902	1.023619	11.959613	0.007833	4.0
41	-0.227064	0.894069	12.030380	0.005505	3.6
42	-0.222360	1.775298	11.564896	0.007348	4.1
43	-0.237600	0.858548	12.049930	0.005216	5.7
44	-0.205655	0.000000	12.542570	0.008961	4.2
45	-0.210932	0.923295	12.014342	0.007127	3.8
46	-0.209556	0.007057	12.538357	0.005324	3.7
47	-0.218449	0.973974	11.986633	0.010438	4.8
48	-0.222954	1.958705	11.472510	0.005999	4.2
49	-0.221861	1.044334	11.948375	0.002752	3.7
50	-0.234550	1.488864	11.712196	0.011357	3.6
51	-0.216735	2.484847	11.215486	0.011351	3.7
52	-0.239995	3.484847	10.757428	0.005975	5.2
53	-0.209905	4.460525	10.345190	0.001550	7.3
54	-0.213557	4.952444	10.149101	0.010674	5.7
55	-0.221824	5.653518	9.882146	0.006225	5.5
56	-0.231372	4.740553	10.232646	0.009704	4.2
57	-0.206949	4.208404	10.448657	0.009579	3.6
58	-0.213575	3.301816	10.838448	0.010501	3.5
59	-0.226904	2.384291	11.263714	0.011994	3.5
60	-0.197292	1.466765	11.723716	0.010266	4.9
61	-0.210141	1.752570	11.576449	0.005232	4.7
62	-0.212142	2.737254	11.096228	0.007091	6.3
63	-0.195804	1.880772	11.511586	0.006394	4.5
64	-0.216998	0.963662	11.992261	0.008282	5.3
65	-0.235684	1.963614	11.470057	0.003476	4.4
66	-0.222036	1.223020	11.852303	0.013164	3.8
67	-0.217288	2.222802	11.342041	0.006412	3.5
68	-0.211778	1.305783	11.808326	0.002456	3.8
69	-0.225500	2.091195	11.406684	0.004936	4.9
70	-0.244843	1.896645	11.503606	0.016644	5.4
71	-0.226760	0.984842	11.980708	0.006214	4.0
72	-0.228334	1.984841	11.459464	0.012720	4.4
73	-0.220189	1.070693	11.934105	0.005750	4.7
74	-0.229435	2.012437	11.445723	0.009713	3.9
75	-0.212861	3.007724	10.971218	0.003262	6.2
76	-0.223570	4.006196	10.533148	0.012300	5.7
